 Title:, Report generated using easywire version: 2020.1.0.7085

 Operator:, Line Supervisor
 S/N:, 03AA0B0071
 Final Test Result:, Passed
 Run Number:, 631
 Cable Number:, 1
 Station ID:, CIRRIS 1
 Test Date:, 11/4/2025
 Test Time:, 9:47:06 AM
 Retry Count:, 0
 Test Name:, 11989-0312-Resistance Inverted Rev A

 Title:, Error Details

 #, Type, From Points, To Points, Expected 1, Measured 1, Expected 2, Measured 2, Instruction Detail

 Title:, Measured Values

 #, Instruction Type, From Points, To Points, Value Measured, Value Expected, Measured Detail
 1, LUA COMPONENT, , , 1.000, , (Prompt 1) Scan Barcode for Process#-Description: 17b
 467, 4WIRE, A42-P2 (R48), C42-P2 (R48), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 468, 4WIRE, A42-P2 (R48), D42-P2 (R48), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 469, 4WIRE, A47-P2 (R49), B47-P2 (R49), 83 mOhm, 500 mOhm, Measured 83 mOhm 
 470, 4WIRE, A47-P2 (R49), C47-P2 (R49), 83 mOhm, 500 mOhm, Measured 83 mOhm 
 471, 4WIRE, A47-P2 (R49), D47-P2 (R49), 95 mOhm, 500 mOhm, Measured 95 mOhm 
 472, 4WIRE, A49-P2 (R50), B49-P2 (R50), 84 mOhm, 500 mOhm, Measured 84 mOhm 
 473, 4WIRE, A49-P2 (R50), C49-P2 (R50), 85 mOhm, 500 mOhm, Measured 85 mOhm 
 474, 4WIRE, A49-P2 (R50), D49-P2 (R50), 89 mOhm, 500 mOhm, Measured 89 mOhm 
 475, 4WIRE, A52-P2 (R51), B52-P2 (R51), 87 mOhm, 500 mOhm, Measured 87 mOhm 
 476, 4WIRE, A52-P2 (R51), C52-P2 (R51), 82 mOhm, 500 mOhm, Measured 82 mOhm 
 477, 4WIRE, A52-P2 (R51), D52-P2 (R51), 93 mOhm, 500 mOhm, Measured 93 mOhm 
 478, 4WIRE, A54-P2 (R52), B54-P2 (R52), 88 mOhm, 500 mOhm, Measured 88 mOhm 
 479, 4WIRE, A54-P2 (R52), C54-P2 (R52), 91 mOhm, 500 mOhm, Measured 91 mOhm 
 480, 4WIRE, A54-P2 (R52), D54-P2 (R52), 92 mOhm, 500 mOhm, Measured 92 mOhm 
 481, 4WIRE, A58-P2 (R53), B58-P2 (R53), 76 mOhm, 500 mOhm, Measured 76 mOhm 
 482, 4WIRE, A58-P2 (R53), C58-P2 (R53), 75 mOhm, 500 mOhm, Measured 75 mOhm 
 483, 4WIRE, A58-P2 (R53), D58-P2 (R53), 80 mOhm, 500 mOhm, Measured 80 mOhm 
 484, 4WIRE, A60-P2 (R54), B60-P2 (R54), 81 mOhm, 500 mOhm, Measured 81 mOhm 
 485, 4WIRE, A60-P2 (R54), C60-P2 (R54), 84 mOhm, 500 mOhm, Measured 84 mOhm 
 486, 4WIRE, A60-P2 (R54), D60-P2 (R54), 81 mOhm, 500 mOhm, Measured 81 mOhm 
 487, 4WIRE, A63-P2 (R55), B63-P2 (R55), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 488, 4WIRE, A63-P2 (R55), C63-P2 (R55), 71 mOhm, 500 mOhm, Measured 71 mOhm 
 489, 4WIRE, A63-P2 (R55), D63-P2 (R55), 71 mOhm, 500 mOhm, Measured 71 mOhm 
 490, 4WIRE, A65-P2 (R56), B65-P2 (R56), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 491, 4WIRE, A65-P2 (R56), C65-P2 (R56), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 492, 4WIRE, A65-P2 (R56), D65-P2 (R56), 72 mOhm, 500 mOhm, Measured 72 mOhm 
 493, 4WIRE, A69-P2 (R57), B69-P2 (R57), 78 mOhm, 500 mOhm, Measured 78 mOhm 
 494, 4WIRE, A69-P2 (R57), C69-P2 (R57), 78 mOhm, 500 mOhm, Measured 78 mOhm 
 495, 4WIRE, A69-P2 (R57), D69-P2 (R57), 78 mOhm, 500 mOhm, Measured 78 mOhm 
 496, 4WIRE, A71-P2 (R58), B71-P2 (R58), 80 mOhm, 500 mOhm, Measured 80 mOhm 
 497, 4WIRE, A71-P2 (R58), C71-P2 (R58), 78 mOhm, 500 mOhm, Measured 78 mOhm 
 498, 4WIRE, A71-P2 (R58), D71-P2 (R58), 81 mOhm, 500 mOhm, Measured 81 mOhm 
 499, 4WIRE, A74-P2 (R59), B74-P2 (R59), 81 mOhm, 500 mOhm, Measured 81 mOhm 
 500, 4WIRE, A74-P2 (R59), C74-P2 (R59), 80 mOhm, 500 mOhm, Measured 80 mOhm 
 501, 4WIRE, A74-P2 (R59), D74-P2 (R59), 79 mOhm, 500 mOhm, Measured 79 mOhm 
 502, 4WIRE, A76-P2 (R60), B76-P2 (R60), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 503, 4WIRE, A76-P2 (R60), C76-P2 (R60), 85 mOhm, 500 mOhm, Measured 85 mOhm 
 504, 4WIRE, A76-P2 (R60), D76-P2 (R60), 82 mOhm, 500 mOhm, Measured 82 mOhm 
 505, 4WIRE, A80-P2 (R61), B80-P2 (R61), 79 mOhm, 500 mOhm, Measured 79 mOhm 
 506, 4WIRE, A80-P2 (R61), C80-P2 (R61), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 507, 4WIRE, A80-P2 (R61), D80-P2 (R61), 79 mOhm, 500 mOhm, Measured 79 mOhm 
 508, 4WIRE, A82-P2 (R62), B82-P2 (R62), 75 mOhm, 500 mOhm, Measured 75 mOhm 
 509, 4WIRE, A82-P2 (R62), C82-P2 (R62), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 510, 4WIRE, A82-P2 (R62), D82-P2 (R62), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 511, 4WIRE, A85-P2 (R63), B85-P2 (R63), 74 mOhm, 500 mOhm, Measured 74 mOhm 
 512, 4WIRE, A85-P2 (R63), C85-P2 (R63), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 513, 4WIRE, A85-P2 (R63), D85-P2 (R63), 76 mOhm, 500 mOhm, Measured 76 mOhm 
 514, 4WIRE, A87-P2 (R64), C87-P2 (R64), 85 mOhm, 500 mOhm, Measured 85 mOhm 
 515, 4WIRE, A87-P2 (R64), D87-P2 (R64), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 516, 4WIRE, F1-DIB (F1), A1-P1 (F1), 113 mOhm, 140 mOhm, Measured 113 mOhm 
 517, 4WIRE, F3-DIB (F2), A3-P1 (F2), 98 mOhm, 140 mOhm, Measured 98 mOhm 
 518, 4WIRE, F6-DIB (F3), A6-P1 (F3), 120 mOhm, 140 mOhm, Measured 120 mOhm 
 519, 4WIRE, F8-DIB (F4), A8-P1 (F4), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 520, 4WIRE, F12-DIB (F5), A12-P1 (F5), 109 mOhm, 140 mOhm, Measured 109 mOhm 
 521, 4WIRE, F14-DIB (F6), A14-P1 (F6), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 522, 4WIRE, F17-DIB (F7), A17-P1 (F7), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 523, 4WIRE, F19-DIB (F8), A19-P1 (F8), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 524, 4WIRE, F23-DIB (F9), A23-P1 (F9), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 525, 4WIRE, F25-DIB (F10), A25-P1 (F10), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 526, 4WIRE, F28-DIB (F11), A28-P1 (F11), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 527, 4WIRE, F30-DIB (F12), A30-P1 (F12), 99 mOhm, 140 mOhm, Measured 99 mOhm 
 528, 4WIRE, F34-DIB (F13), A34-P1 (F13), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 529, 4WIRE, F36-DIB (F14), A36-P1 (F14), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 530, 4WIRE, F39-DIB (F15), A39-P1 (F15), 108 mOhm, 140 mOhm, Measured 108 mOhm 
 531, 4WIRE, F41-DIB (F16), A41-P1 (F16), 111 mOhm, 140 mOhm, Measured 111 mOhm 
 532, 4WIRE, F46-DIB (F17), A46-P1 (F17), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 533, 4WIRE, F48-DIB (F18), A48-P1 (F18), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 534, 4WIRE, F51-DIB (F19), A51-P1 (F19), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 535, 4WIRE, F53-DIB (F20), A53-P1 (F20), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 536, 4WIRE, F57-DIB (F21), A57-P1 (F21), 111 mOhm, 140 mOhm, Measured 111 mOhm 
 537, 4WIRE, F59-DIB (F22), A59-P1 (F22), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 538, 4WIRE, F62-DIB (F23), A62-P1 (F23), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 539, 4WIRE, F64-DIB (F24), A64-P1 (F24), 104 mOhm, 140 mOhm, Measured 104 mOhm 
 540, 4WIRE, F68-DIB (F25), A68-P1 (F25), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 541, 4WIRE, F70-DIB (F26), A70-P1 (F26), 99 mOhm, 140 mOhm, Measured 99 mOhm 
 542, 4WIRE, F73-DIB (F27), A73-P1 (F27), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 543, 4WIRE, F75-DIB (F28), A75-P1 (F28), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 544, 4WIRE, F79-DIB (F29), A79-P1 (F29), 99 mOhm, 140 mOhm, Measured 99 mOhm 
 545, 4WIRE, F81-DIB (F30), A81-P1 (F30), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 546, 4WIRE, F84-DIB (F31), A84-P1 (F31), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 547, 4WIRE, F86-DIB (F32), A86-P1 (F32), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 548, 4WIRE, A87-DIB (F33), A1-P2 (F33), 109 mOhm, 140 mOhm, Measured 109 mOhm 
 549, 4WIRE, A85-DIB (F34), A3-P2 (F34), 123 mOhm, 140 mOhm, Measured 123 mOhm 
 550, 4WIRE, A82-DIB (F35), A6-P2 (F35), 115 mOhm, 140 mOhm, Measured 115 mOhm 
 551, 4WIRE, A80-DIB (F36), A8-P2 (F36), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 552, 4WIRE, A76-DIB (F37), A12-P2 (F37), 94 mOhm, 140 mOhm, Measured 94 mOhm 
 553, 4WIRE, A74-DIB (F38), A14-P2 (F38), 96 mOhm, 140 mOhm, Measured 96 mOhm 
 554, 4WIRE, A71-DIB (F39), A17-P2 (F39), 94 mOhm, 140 mOhm, Measured 94 mOhm 
 555, 4WIRE, A69-DIB (F40), A19-P2 (F40), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 556, 4WIRE, A65-DIB (F41), A23-P2 (F41), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 557, 4WIRE, A63-DIB (F42), A25-P2 (F42), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 558, 4WIRE, A60-DIB (F43), A28-P2 (F43), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 559, 4WIRE, A58-DIB (F44), A30-P2 (F44), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 560, 4WIRE, A54-DIB (F45), A34-P2 (F45), 93 mOhm, 140 mOhm, Measured 93 mOhm 
 561, 4WIRE, A52-DIB (F46), A36-P2 (F46), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 562, 4WIRE, A49-DIB (F47), A39-P2 (F47), 98 mOhm, 140 mOhm, Measured 98 mOhm 
 563, 4WIRE, A47-DIB (F48), A41-P2 (F48), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 564, 4WIRE, A42-DIB (F49), A46-P2 (F49), 114 mOhm, 140 mOhm, Measured 114 mOhm 
 565, 4WIRE, A40-DIB (F50), A48-P2 (F50), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 566, 4WIRE, A37-DIB (F51), A51-P2 (F51), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 567, 4WIRE, A35-DIB (F52), A53-P2 (F52), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 568, 4WIRE, A31-DIB (F53), A57-P2 (F53), 104 mOhm, 140 mOhm, Measured 104 mOhm 
 569, 4WIRE, A29-DIB (F54), A59-P2 (F54), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 570, 4WIRE, A26-DIB (F55), A62-P2 (F55), 99 mOhm, 140 mOhm, Measured 99 mOhm 
 571, 4WIRE, A24-DIB (F56), A64-P2 (F56), 110 mOhm, 140 mOhm, Measured 110 mOhm 
 572, 4WIRE, A20-DIB (F57), A68-P2 (F57), 99 mOhm, 140 mOhm, Measured 99 mOhm 
 573, 4WIRE, A18-DIB (F58), A70-P2 (F58), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 574, 4WIRE, A15-DIB (F59), A73-P2 (F59), 106 mOhm, 158 mOhm, Measured 106 mOhm 
 575, 4WIRE, A13-DIB (F60), A75-P2 (F60), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 576, 4WIRE, A9-DIB (F61), A79-P2 (F61), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 577, 4WIRE, A7-DIB (F62), A81-P2 (F62), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 578, 4WIRE, A4-DIB (F63), A84-P2 (F63), 116 mOhm, 140 mOhm, Measured 116 mOhm 
 579, 4WIRE, A2-DIB (F64), A86-P2 (F64), 109 mOhm, 140 mOhm, Measured 109 mOhm 
 580, 4WIRE, F2-DIB (R1), A2-P1 (R1), 116 mOhm, 140 mOhm, Measured 116 mOhm 
 581, 4WIRE, F4-DIB (R2), A4-P1 (R2), 98 mOhm, 140 mOhm, Measured 98 mOhm 
 582, 4WIRE, F7-DIB (R3), A7-P1 (R3), 113 mOhm, 140 mOhm, Measured 113 mOhm 
 583, 4WIRE, F9-DIB (R4), A9-P1 (R4), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 584, 4WIRE, F13-DIB (R5), A13-P1 (R5), 109 mOhm, 140 mOhm, Measured 109 mOhm 
 585, 4WIRE, F15-DIB (R6), A15-P1 (R6), 108 mOhm, 140 mOhm, Measured 108 mOhm 
 586, 4WIRE, F18-DIB (R7), A18-P1 (R7), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 587, 4WIRE, F20-DIB (R8), A20-P1 (R8), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 588, 4WIRE, F24-DIB (R9), A24-P1 (R9), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 589, 4WIRE, F26-DIB (R10), A26-P1 (R10), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 590, 4WIRE, F29-DIB (R11), A29-P1 (R11), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 591, 4WIRE, F31-DIB (R12), A31-P1 (R12), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 592, 4WIRE, F35-DIB (R13), A35-P1 (R13), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 593, 4WIRE, F37-DIB (R14), A37-P1 (R14), 111 mOhm, 140 mOhm, Measured 111 mOhm 
 594, 4WIRE, F40-DIB (R15), A40-P1 (R15), 115 mOhm, 140 mOhm, Measured 115 mOhm 
 595, 4WIRE, F42-DIB (R16), A42-P1 (R16), 104 mOhm, 140 mOhm, Measured 104 mOhm 
 596, 4WIRE, F47-DIB (R17), A47-P1 (R17), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 597, 4WIRE, F49-DIB (R18), A49-P1 (R18), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 598, 4WIRE, F52-DIB (R19), A52-P1 (R19), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 599, 4WIRE, F54-DIB (R20), A54-P1 (R20), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 600, 4WIRE, F58-DIB (R21), A58-P1 (R21), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 601, 4WIRE, F60-DIB (R22), A60-P1 (R22), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 602, 4WIRE, F63-DIB (R23), A63-P1 (R23), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 603, 4WIRE, F65-DIB (R24), A65-P1 (R24), 116 mOhm, 140 mOhm, Measured 116 mOhm 
 604, 4WIRE, F69-DIB (R25), A69-P1 (R25), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 605, 4WIRE, F71-DIB (R26), A71-P1 (R26), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 606, 4WIRE, F74-DIB (R27), A74-P1 (R27), 104 mOhm, 140 mOhm, Measured 104 mOhm 
 607, 4WIRE, F76-DIB (R28), A76-P1 (R28), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 608, 4WIRE, F80-DIB (R29), A80-P1 (R29), 106 mOhm, 140 mOhm, Measured 106 mOhm 
 609, 4WIRE, F82-DIB (R30), A82-P1 (R30), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 610, 4WIRE, F85-DIB (R31), A85-P1 (R31), 108 mOhm, 140 mOhm, Measured 108 mOhm 
 611, 4WIRE, F87-DIB (R32), A87-P1 (R32), 120 mOhm, 140 mOhm, Measured 120 mOhm 
 612, 4WIRE, A86-DIB (R33), A2-P2 (R33), 123 mOhm, 140 mOhm, Measured 123 mOhm 
 613, 4WIRE, A84-DIB (R34), A4-P2 (R34), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 614, 4WIRE, A81-DIB (R35), A7-P2 (R35), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 615, 4WIRE, A79-DIB (R36), A9-P2 (R36), 113 mOhm, 140 mOhm, Measured 113 mOhm 
 616, 4WIRE, A75-DIB (R37), A13-P2 (R37), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 617, 4WIRE, A73-DIB (R38), A15-P2 (R38), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 618, 4WIRE, A70-DIB (R39), A18-P2 (R39), 98 mOhm, 140 mOhm, Measured 98 mOhm 
 619, 4WIRE, A68-DIB (R40), A20-P2 (R40), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 620, 4WIRE, A64-DIB (R41), A24-P2 (R41), 116 mOhm, 140 mOhm, Measured 116 mOhm 
 621, 4WIRE, A62-DIB (R42), A26-P2 (R42), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 622, 4WIRE, A59-DIB (R43), A29-P2 (R43), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 623, 4WIRE, A57-DIB (R44), A31-P2 (R44), 108 mOhm, 140 mOhm, Measured 108 mOhm 
 624, 4WIRE, A53-DIB (R45), A35-P2 (R45), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 625, 4WIRE, A51-DIB (R46), A37-P2 (R46), 109 mOhm, 140 mOhm, Measured 109 mOhm 
 626, 4WIRE, A48-DIB (R47), A40-P2 (R47), 109 mOhm, 140 mOhm, Measured 109 mOhm 
 627, 4WIRE, A46-DIB (R48), A42-P2 (R48), 101 mOhm, 140 mOhm, Measured 101 mOhm 
 628, 4WIRE, A41-DIB (R49), A47-P2 (R49), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 629, 4WIRE, A39-DIB (R50), A49-P2 (R50), 108 mOhm, 140 mOhm, Measured 108 mOhm 
 630, 4WIRE, A36-DIB (R51), A52-P2 (R51), 111 mOhm, 140 mOhm, Measured 111 mOhm 
 631, 4WIRE, A34-DIB (R52), A54-P2 (R52), 113 mOhm, 140 mOhm, Measured 113 mOhm 
 632, 4WIRE, A30-DIB (R53), A58-P2 (R53), 100 mOhm, 140 mOhm, Measured 100 mOhm 
 633, 4WIRE, A28-DIB (R54), A60-P2 (R54), 103 mOhm, 140 mOhm, Measured 103 mOhm 
 634, 4WIRE, A25-DIB (R55), A63-P2 (R55), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 635, 4WIRE, A23-DIB (R56), A65-P2 (R56), 102 mOhm, 140 mOhm, Measured 102 mOhm 
 636, 4WIRE, A19-DIB (R57), A69-P2 (R57), 105 mOhm, 140 mOhm, Measured 105 mOhm 
 637, 4WIRE, A17-DIB (R58), A71-P2 (R58), 107 mOhm, 140 mOhm, Measured 107 mOhm 
 638, 4WIRE, A14-DIB (R59), A74-P2 (R59), 119 mOhm, 140 mOhm, Measured 119 mOhm 
 639, 4WIRE, A12-DIB (R60), A76-P2 (R60), 108 mOhm, 140 mOhm, Measured 108 mOhm 
 640, 4WIRE, A8-DIB (R61), A80-P2 (R61), 104 mOhm, 140 mOhm, Measured 104 mOhm 
 641, 4WIRE, A6-DIB (R62), A82-P2 (R62), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 642, 4WIRE, A3-DIB (R63), A85-P2 (R63), 97 mOhm, 140 mOhm, Measured 97 mOhm 
 643, 4WIRE, A1-DIB (R64), A87-P2 (R64), 119 mOhm, 140 mOhm, Measured 119 mOhm 
 644, 4WIRE, E1-DIB (FS1), E1-P1 (FS1), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 645, 4WIRE, E3-DIB (FS2), E3-P1 (FS2), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 646, 4WIRE, E6-DIB (FS3), E6-P1 (FS3), 157 mOhm, 500 mOhm, Measured 157 mOhm 
 647, 4WIRE, E8-DIB (FS4), E8-P1 (FS4), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 648, 4WIRE, E12-DIB (FS5), E12-P1 (FS5), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 649, 4WIRE, E14-DIB (FS6), E14-P1 (FS6), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 650, 4WIRE, E17-DIB (FS7), E17-P1 (FS7), 148 mOhm, 500 mOhm, Measured 148 mOhm 
 651, 4WIRE, E19-DIB (FS8), E19-P1 (FS8), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 652, 4WIRE, E23-DIB (FS9), E23-P1 (FS9), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 653, 4WIRE, E25-DIB (FS10), E25-P1 (FS10), 156 mOhm, 500 mOhm, Measured 156 mOhm 
 654, 4WIRE, E28-DIB (FS11), E28-P1 (FS11), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 655, 4WIRE, E30-DIB (FS12), E30-P1 (FS12), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 656, 4WIRE, E34-DIB (FS13), E34-P1 (FS13), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 657, 4WIRE, E36-DIB (FS14), E36-P1 (FS14), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 658, 4WIRE, E39-DIB (FS15), E39-P1 (FS15), 140 mOhm, 500 mOhm, Measured 140 mOhm 
 659, 4WIRE, E41-DIB (FS16), E41-P1 (FS16), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 660, 4WIRE, E46-DIB (FS17), E46-P1 (FS17), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 661, 4WIRE, E48-DIB (FS18), E48-P1 (FS18), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 662, 4WIRE, E51-DIB (FS19), E51-P1 (FS19), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 663, 4WIRE, E53-DIB (FS20), E53-P1 (FS20), 147 mOhm, 500 mOhm, Measured 147 mOhm 
 664, 4WIRE, E57-DIB (FS21), E57-P1 (FS21), 140 mOhm, 500 mOhm, Measured 140 mOhm 
 665, 4WIRE, E59-DIB (FS22), E59-P1 (FS22), 141 mOhm, 500 mOhm, Measured 141 mOhm 
 666, 4WIRE, E62-DIB (FS23), E62-P1 (FS23), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 667, 4WIRE, E64-DIB (FS24), E64-P1 (FS24), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 668, 4WIRE, E68-DIB (FS25), E68-P1 (FS25), 147 mOhm, 500 mOhm, Measured 147 mOhm 
 669, 4WIRE, E70-DIB (FS26), E70-P1 (FS26), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 670, 4WIRE, E73-DIB (FS27), E73-P1 (FS27), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 671, 4WIRE, E75-DIB (FS28), E75-P1 (FS28), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 672, 4WIRE, E79-DIB (FS29), E79-P1 (FS29), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 673, 4WIRE, E81-DIB (FS30), E81-P1 (FS30), 138 mOhm, 500 mOhm, Measured 138 mOhm 
 674, 4WIRE, E84-DIB (FS31), E84-P1 (FS31), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 675, 4WIRE, E86-DIB (FS32), E86-P1 (FS32), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 676, 4WIRE, C87-DIB (FS33), E1-P2 (FS33), 328 mOhm, 500 mOhm, Measured 328 mOhm 
 677, 4WIRE, C85-DIB (FS34), E3-P2 (FS34), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 678, 4WIRE, C82-DIB (FS35), E6-P2 (FS35), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 679, 4WIRE, C80-DIB (FS36), E8-P2 (FS36), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 680, 4WIRE, C76-DIB (FS37), E12-P2 (FS37), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 681, 4WIRE, C74-DIB (FS38), E14-P2 (FS38), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 682, 4WIRE, C71-DIB (FS39), E17-P2 (FS39), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 683, 4WIRE, C69-DIB (FS40), E19-P2 (FS40), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 684, 4WIRE, C65-DIB (FS41), E23-P2 (FS41), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 685, 4WIRE, C63-DIB (FS42), E25-P2 (FS42), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 686, 4WIRE, C60-DIB (FS43), E28-P2 (FS43), 160 mOhm, 500 mOhm, Measured 160 mOhm 
 687, 4WIRE, C58-DIB (FS44), E30-P2 (FS44), 139 mOhm, 500 mOhm, Measured 139 mOhm 
 688, 4WIRE, C54-DIB (FS45), E34-P2 (FS45), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 689, 4WIRE, C52-DIB (FS46), E36-P2 (FS46), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 690, 4WIRE, C49-DIB (FS47), E39-P2 (FS47), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 691, 4WIRE, C47-DIB (FS48), E41-P2 (FS48), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 692, 4WIRE, C42-DIB (FS49), E46-P2 (FS49), 163 mOhm, 500 mOhm, Measured 163 mOhm 
 693, 4WIRE, C40-DIB (FS50), E48-P2 (FS50), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 694, 4WIRE, C37-DIB (FS51), E51-P2 (FS51), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 695, 4WIRE, C35-DIB (FS52), E53-P2 (FS52), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 696, 4WIRE, C31-DIB (FS53), E57-P2 (FS53), 137 mOhm, 500 mOhm, Measured 137 mOhm 
 697, 4WIRE, C29-DIB (FS54), E59-P2 (FS54), 140 mOhm, 500 mOhm, Measured 140 mOhm 
 698, 4WIRE, C26-DIB (FS55), E62-P2 (FS55), 147 mOhm, 500 mOhm, Measured 147 mOhm 
 699, 4WIRE, C24-DIB (FS56), E64-P2 (FS56), 141 mOhm, 500 mOhm, Measured 141 mOhm 
